name;variation_type;variant;category;brand;reference;barcode;description;description_on_invoice;price;price_supplier;unity;control_stock;vat;vat_isention;vat_isention_norm;product_type;class_;merceria_nortenha;stock_merceria_nortenha;profit_margin;image
Farinha Fina Culinaria 1 kg. Milaneza;;;FARINHA | AÇUCAR;Milaneza;1 kg. Milaneza;5601286297792;;Não;1,1900;0,8400;Uni;Sim;6;;;P;ALI;S;6,0000;33.65;
Café Solúvel Classic 100 g. Delta;;;CAFES;Delta;VCAF203-24030393;5609060006608;;Não;3,6899;2,2900;Uni;Sim;23;;;P;;S;11,0000;31.00;
Pão Ralado 100 g. Puríssimo;;;MERCEARIA;Puríssimo;VPAO204-24030342;5600817021752;;Não;0,4717;0,2950;Uni;Sim;23;;;P;ALI;S;18,0000;30.00;
Desodorizante Rollon Sensitive 50 ml Sanex;;;HIGIENE;Sanex;VDES205-24030332;8718951463387;;Não;1,9904;1,2400;Uni;Sim;23;;;P;;S;6,0000;30.50;
Desodorizante Rollon Men 50 ml Sanex;;;HIGIENE;Sanex;VDES206-24030313;8718951463530;;Não;1,9904;1,2400;Uni;Sim;23;;;P;;S;5,0000;30.50;
Desodorizante Rollon Invisible 50 ml Sanex;;;HIGIENE;Sanex;VDES207-24030371;8718951463295;;Não;1,9904;1,2400;Uni;Sim;23;;;P;;S;-3,0000;30.50;
Ovos Avulso;;;LEGUMES;;VOVO208-24030362;;;Não;0,2205;0,1600;Uni;Sim;6;;;P;;S;-174,0000;30.01;https://www.vendus.pt/foto/0048ec75c93989e379a8980308e6c1da.png
Cotonetes 200 und. Rio Bravo;;;HIGIENE;Rio Bravo;VCOT209-24030346;5601219752091;;Não;0,7166;0,5200;Kg;Sim;6;;;P;;S;-3,0000;30.01;
Sabonete Olive & Milk 90 g. Palmolive;;;HIGIENE;Palmolive;VSAB210-24030346;8714789700045;;Não;0,6888;0,4000;Kg;Sim;23;;;P;;S;13,0000;40.00;
Sabonete Hidratante 90 g. Patti;;;HIGIENE;Palmolive;VSAB211-24030343;5601135063240;;Não;0,9914;0,6200;Uni;Sim;23;;;P;;S;-2,0000;30.00;
Sabonete Liq. Nutritivo 300 ml. Paslmolive;;;HIGIENE;Palmolive;VSAB212-24030394;8718951561267;;Não;2,3468;1,4400;Uni;Sim;23;;;P;;S;12,0000;32.50;
Travesseiros Choc. 3 und. Bimbo;;;MATINAIS;Bimbo;VTRA213-24030399;5601027957992;;Não;1,8900;1,2800;Uni;Sim;23;;;P;ALI;S;-2,0000;20.05;
Pão Forma Familiar 700 g. Bimbo;;;MATINAIS;Bimbo;VPAO214-24030373;8412600027233;;Não;2,5866;2,3900;Uni;Sim;6;;;P;ALI;S;-1,0000;2.10;
Pão Forma Familiar s/ Côdea Bimbo;;;MATINAIS;Bimbo;VPAO215-24030318;8412600070994;;Não;2,1030;1,6000;Uni;Sim;6;;;P;ALI;S;-3,0000;24.00;
Pão de Burger 4 und. Bimbo;;;PADARIA;Bimbo;VPAO216-24030325;8412600450079;;Não;1,6409;1,2900;Uni;Sim;6;;;P;ALI;S;0;20.00;
Pão de Cachorro Bimbo;;;PADARIA;Bimbo;VPAO217-24030327;8412600450024;;Não;1,8921;1,7500;Uni;Sim;6;;;P;ALI;S;0;2.00;
Donuts Glacé;;;SNACKS;Bimbo;VDON218-24030362;8410022000278;;Não;1,3000;0,8900;Uni;Sim;23;;;P;;S;-3,0000;18.75;
Donuts Bombón;;;SNACKS;Bimbo;VDON219-24030390;8410022000285;;Não;1,6000;1,0500;Uni;Sim;23;;;P;;S;-3,0000;23.89;
Red Fish n. 4 Hig.;;;CONGELADOS PEIXE;D. Afonso;PL - 5.10€ kg |  PLE - 6,37€ kg;2904921003424;;Não;6,3700;4,6200;Kg;Sim;6;;;P;;S;3,5410;30.07;
Filete Pescada Afri. Sul;;;CONGELADOS PEIXE;D. Afonso;PL - 8.81€ kg |  PLE - 11€ kg;2989736001490;;Não;10,9998;7,9800;Kg;Sim;6;;;P;;S;4,4480;30.04;
Filete Pescada Afri. Sul Emb. 400g;;;CONGELADOS PEIXE;D. Afonso;VFIL222-24030387;5603707503413;;Não;4,2167;3,0600;Uni;Sim;6;;;P;;S;4,0000;30.00;
Pescada Nº4 p/ Cozer;;;CONGELADOS PEIXE;D. Afonso;PL - 6.35€ kg | PLE- 7.95€ kg;2954395002287;;Não;7,9500;5,7600;Kg;Sim;6;;;P;;S;3,2080;30.21;
Pescada Nº4 p/ Fritar;;;CONGELADOS PEIXE;D. Afonso;PL - 3.36€ kg | PLE - 7.95€ kg;2954396001494;;Não;7,9464;5,7600;Kg;Sim;6;;;P;;S;5,7440;30.15;
Pescada Nº6 Arg. Hig.;;;CONGELADOS PEIXE;D. Afonso;PL - 3.38€ kg | PLE - 4.72€ kg;2904919002781;;Não;4,7200;3,4200;Kg;Sim;6;;;P;;S;4,9590;30.20;
Tentáculos Pota Granel;;;GRANEL;D. Afonso;VTEN226-24030319;;;Não;4,2994;3,1200;Kg;Sim;6;;;P;;S;-0,3000;30.00;
Mariscada Emb. 400g. s/ Glúten. Brasmar;;;CONGELADOS PEIXE;Brasmar;VMAR227-24030314;5606669247135;;Não;3,4905;2,2100;Uni;Sim;6;;;P;;S;4,0000;49.00;
Mariscada Emb. 800g. s/ Glúten. Brasmar;;;CONGELADOS PEIXE;Brasmar;VMAR228-24030389;5606669246152;;Não;7,9852;5,0900;Uni;Sim;6;;;P;;S;3,0000;48.00;
Polvo Emb. 600g. Reymar;;;CONGELADOS PEIXE;Reymar;VPOL229-24030396;5602772003477;;Não;8,9881;6,1400;Uni;Sim;6;;;P;;S;5,0000;38.10;
Ervilha Emb. 400g. Agrilusa;;;CONGELADOS LEGUMES;Agrilusa;VERV230-2403036;5601569010018;;Não;0,7992;0,5800;Uni;Sim;6;;;P;;S;13,0000;29.99;
Bacalhau Cong. Postinhas 700g Reymar;;;CONGELADOS PEIXE;Reymar;VBAR231-24030339;5602772402843;;Não;3,9860;2,8000;Uni;Sim;6;;;P;ALI;S;4,0000;34.30;
Moelas Frango Emb. 1Kg. Seara;;;CONGELADOS CARNE;Seara;VMOE232-24030384;7894904044900;;Não;2,7284;1,9800;Uni;Sim;6;;;P;;S;6,0000;30.00;
Bolinhos Bacalhau Emb. 400g. D. Afonso;;;CONGELADOS PEIXE;D. Afonso;VBOL233-24030377;5609522067284;;Não;4,7011;2,9400;Uni;Sim;23;;;P;;S;7,0000;30.00;
Pastéis Bacalhau 10 und. D. Afonso;;;CONGELADOS PEIXE;D. Afonso;VPAS234-24030396;5606830067388;;Não;3,9938;2,4900;Uni;Sim;23;;;P;;S;0,0000;30.40;
Rissóis Leitão 6 und. D. Afonso;;;CONGELADOS CARNE;D. Afonso;VRIS237-24030347;5606830067975;;Não;3,9929;2,4500;Uni;Sim;23;;;P;;S;5,0000;32.50;
Rissóis Mistos 12 und. D. Afonso;;;CONGELADOS CARNE;D. Afonso;VRIS236-24030327;5606830067272;;Não;3,3949;2,1150;Uni;Sim;23;;;P;;S;5,0000;30.50;
Rissóis Camarão Esp. 12 und. D. Afonso;;;CONGELADOS PEIXE;D. Afonso;VRIS237-24030339;5606830067241;;Não;3,7866;2,3500;Uni;Sim;23;;;P;;S;3,0000;31.00;
Fêveras Panadas Pró-Lar;;;CONGELADOS CARNE;Pró-Lar;VFEB238-24030380;2996157003828;;Não;4,6851;2,9300;Uni;Sim;23;;;P;;S;2,9280;30.00;
Rissóis Carne 12 und. D. Afonso;;;CONGELADOS CARNE;D. Afonso;VRIS239-24030367;5606830067210;;Não;3,4858;2,1800;Uni;Sim;23;;;P;;S;6,0000;30.00;
Rissois de Frango 10 und. D. Afonso;;;CONGELADOS CARNE;D. Afonso;VRIS240-24030382;5609522067437;;Não;3,3547;2,0900;Uni;Sim;23;;;P;ALI;S;5,0000;30.50;
Caprichos Alaska 250 g. Nós;;;CONGELADOS PEIXE;Nós;VCAP241-24030373;8423316010013;;Não;2,9946;1,8800;Uni;Sim;23;;;P;ALI;S;6,0000;29.50;
Cenoura Baby 300g. Gelcampo;;;CONGELADOS LEGUMES;Gelcampo;VCEN242-24030390;5602003090757;;Não;0,7871;0,5500;Uni;Sim;6;;;P;ALI;S;3,0000;35.01;
Água 6L Caramulo;;;BEBIDAS S/ ALCOOL;Caramulo;VAGU243-24030332;5600756819205;;Não;1,1900;0,7800;Uni;Sim;13;;;P;;S;0,0000;35.01;
Joi Laranja1.5 L;;;BEBIDAS S/ ALCOOL;Joi;VJOI244-24030327;5601146230518;;Não;1,6919;1,0500;Uni;Sim;23;;;P;;S;6,0000;31.00;
Areia p/ Gatos Perfumada 5 kg.   Rio Bravo;;;PET;Rio Bravo;VARE245-24030334;5601219790062;;Não;2,3917;1,4900;Uni;Sim;23;;;P;;S;0,0000;30.50;
Água 6L Caramulo  Duplicado;;;BEBIDAS S/ ALCOOL;Caramulo;VAGU246-24030412;5600756819205;;Não;1,1458;0,7800;Uni;Sim;13;;;P;;S;-5,0000;30.00;
Queijo Flamengo Nova Açores;;;FIAMBRE | QUEIJO;Nova Açores;VQUE247-24030460;;;Não;6,8900;5,0000;Kg;Sim;6;;;P;ALI;S;-7,5370;30.00;
Leite Meio-Gordo UHT   Mimosa;;;LATICINIOS;Mimosa;emb. 6 x 1 lt    €99/lt;5601049132988;€99/lt;Não;5,9500;4,8000;Uni;Sim;6;;;P;ALI;S;-1,0000;16.94;
Leite Meio-Gordo UHT  1 L. Mimosa;;;LATICINIOS;Mimosa;1 L. Mimosa;5601049132995;;Não;0,9900;0,8000;Uni;Sim;6;;;P;ALI;S;-5,0000;16.75;
Leite M.G. UHT s/ Lactose 1 L.  N. Açores;;;LATICINIOS;Nova Açores;€1.25/lt;5601883002034;;Não;1,2500;0,9900;Uni;Sim;6;;;P;ALI;S;-12,0000;19.12;
Leite Meio-Gordo UHT   Agros;;;LATICINIOS;Agros;emb. 6 x 1l    €95/lt;5603722519994;;Não;5,7000;4,7400;Uni;Sim;6;;;P;ALI;S;-5,0000;13.45;
Bebida de Soja  1 L.  Amanhecer;;;LATICINIOS;Amanhecer 1;VLEI252-24030464;5601227023374;;Não;0,9500;0,8000;Uni;Sim;6;;;P;ALI;S;-3,0000;12.03;
Leite Meio-Gordo UHT  1 L. Agros;;;LATICINIOS;Agros;Agros emb 1L;5601192102203;;Não;0,9500;0,7900;Uni;Sim;6;;;P;ALI;S;-13,0000;13.45;
Compal Laranja | Tangerina  1 L.   Compal;;;BEBIDAS S/ ALCOOL;Compal 1;VCOM254-24030431;5601151966242;;Não;1,0500;0,8600;Uni;Sim;6;;;P;;S;-3,0000;15.18;
Compal Banana  1 L.   Compal;;;BEBIDAS S/ ALCOOL;Compal 1;VCOM255-24030483;5601151966501;;Não;1,1000;0,8800;Uni;Sim;6;;;P;;S;-3,0000;17.92;
Compal Pessego  1 L.   Compal;;;BEBIDAS S/ ALCOOL;Compal 1;VCOM256-24030434;5601151543313;;Não;1,1000;0,8800;Uni;Sim;6;;;P;;S;-3,0000;17.92;
Compal Pera Rocha  1 L.   Compal;;;BEBIDAS S/ ALCOOL;Compal 1;VCOM257-24030497;5601151543306;;Não;1,1000;0,8800;Uni;Sim;6;;;P;;S;-3,0000;17.92;
Compal Tutti Frutti  1 L.   Compal Duplicado;;;BEBIDAS S/ ALCOOL;Compal 1;VCOM258-24030428;5601151333457;;Não;1,1000;0,8800;Uni;Sim;6;;;P;;S;-3,0000;17.92;
Flocos Cereais c/ Mel 300 gr   Nestum;;;MATINAIS;Nestlé;VFLO259-24030410;5601001228100;;Não;2,1900;1,3800;Uni;Sim;23;;;P;ALI;S;0;29.02;
Chá de Cidreira 10 sq.  Tley;;;MATINAIS;Tley;VCHA260-24030424;5601408010155;;Não;0,7900;0,5400;Uni;Sim;6;;;P;;S;11,0000;38.02;
Chá de Camomila 10 sq.  Tley;;;MATINAIS;Tley;VCHA261-24030495;5601408010131;;Não;0,7900;0,5400;Uni;Sim;6;;;P;;S;-5,0000;38.02;
Chá de Tília 10 sq.  Tley;;;MATINAIS;Tley;VCHA262-24030468;5601408010100;;Não;0,7900;0,5400;Uni;Sim;6;;;P;;S;-1,0000;38.02;
Chá Preto 10 sq.  Tley;;;MATINAIS;Tley;VCHA263-2403040;5601408000040;;Não;0,5900;0,4000;Uni;Sim;6;;;P;;S;0;39.15;
Cápsulas Café Forte   Kaffa;;;CAFES;Kaffa;10 und.;5600802500200;;Não;1,7900;1,3300;Uni;Sim;23;;;P;;S;11,0000;9.42;
Cápsulas Café Fortíssimo  Kaffa;;;CAFES;Kaffa;VCAP265-24030451;5600802500347;;Não;1,7900;1,3300;Uni;Sim;23;;;P;;S;-1,0000;9.42;
Cápsulas Café Descafeinado  Kaffa;;;CAFES;Kaffa;VCAP266-24030463;5600802500231;;Não;1,7900;1,3300;Uni;Sim;23;;;P;;S;0;9.42;
Cápsulas café Suave   Amanhecer;;;CAFES;Amanhecer 1;10 und.;5601227028058;;Não;1,7500;1,2900;Uni;Sim;23;;;P;;S;0;10.29;
Cápsulas Descafeinado   Amanhecer;;;CAFES;Amanhecer 1;10 und;5601227028065;;Não;1,7500;1,2900;Uni;Sim;23;;;P;;S;0;10.29;
Cápsulas Café Tradição   Amanhecer;;;CAFES;Amanhecer 1;VCAP269-24030429;5601227028041;;Não;1,7500;1,2900;Uni;Sim;23;;;P;;S;0;10.29;
Cápsulas Café Robusto   Amanhecer;;;CAFES;Amanhecer 1;VCAP270-24030432;5601227036657;;Não;1,7500;1,2900;Uni;Sim;23;;;P;;S;0;10.29;
Sabonete Dove;;;HIGIENE;Dove;2 x 90g;8720182265623;;Não;2,1000;1,2800;Uni;Sim;23;;;P;;S;-1,0000;33.38;
Manteiga c/ Sal 250 g  Gresso;;;LATICINIOS;Gresso;VMAN272-24030483;5601018001642;;Não;2,1900;1,8400;Uni;Sim;6;;;P;;S;-3,0000;12.28;
Queijo Cremoso 150 g   Philadelphia;;;LATICINIOS;Philadelphia;VMAN273-2403044;7622201723767;;Não;2,0500;1,4900;Uni;Sim;6;;;P;;S;-5,0000;29.80;
Creme Vegetal  225g  Planta;;;LATICINIOS;Planta;VCRE274-24030434;8719200253407;;Não;1,8900;1,4900;Uni;Sim;6;;;P;;S;-6,0000;19.67;
Creme Vegetal 250g  Vaqueiro;;;LATICINIOS;Vaqueiro;VCRE275-24030412;8719200268616;;Não;1,4900;1,2300;Uni;Sim;6;;;P;;S;0;14.28;
Alimento Humido p/ Gatos     Felix;;;PET;Purina;VALI276-24030484;7613287492074;;Não;2,9900;1,9900;Uni;Sim;23;;;P;;S;-2,0000;22.16;
Ração Seca p. Gato  Kitty;;;PET;Purina;2 kg;5607047015476;;Não;3,5900;2,1900;Uni;Sim;23;;;P;;S;-3,0000;33.27;
Ração Seca Cão Adulto  ActivPet;;;PET;Activpet;4 kg;5601009988822;;Não;6,4900;4,1100;Uni;Sim;23;;;P;;S;-4,0000;28.38;
Iogurte Aroma Banana Amanhecer;;;IOGURTES;Amanhecer 1;4x125g;5601227034707;;Não;0,8500;0,6900;Uni;Sim;6;;;P;ALI;S;-2,0000;16.22;
Iogurte Aroma Morango Amanhecer;;;IOGURTES;Amanhecer 1;4x120g;5601227034721;;Não;0,8500;0,6900;Uni;Sim;6;;;P;ALI;S;-5,0000;16.22;
Iogurte Aroma T. Fruit  Amanhecer;;;IOGURTES;Amanhecer 1;4x125g;5601227034714;;Não;0,8500;0,6900;Uni;Sim;6;;;P;ALI;S;-4,0000;16.22;
Iogurte Aroma Coco Amanhecer;;;IOGURTES;Amanhecer 1;4x120g;5601227034738;;Não;0,8500;0,6900;Uni;Sim;6;;;P;ALI;S;-1,0000;16.22;
Iogurte Pedaços Cereais Amanhecer;;;IOGURTES;Amanhecer 1;4 x 125g;5601227034776;;Não;1,1900;0,9200;Uni;Sim;6;;;P;ALI;S;-3,0000;22.03;
Iogurte Pedaços Pêssego Amanhecer;;;IOGURTES;Amanhecer 1;4x 125g;5601227035797;;Não;1,1900;0,9200;Uni;Sim;6;;;P;ALI;S;-4,0000;22.03;
Açucar  Branco Plastico;;;FARINHA | AÇUCAR;Rar;1 kg  Rar;5602711001304;;Não;1,6600;1,0650;Uni;Sim;23;;;P;ALI;S;-9,0000;26.72;
Couve Roxa;;;LEGUMES;Frutas Ribeiros;VCOU286-24030560;;;Não;1,3000;0,9500;Kg;Sim;6;;;P;ALI;S;-4,0400;29.10;https://www.vendus.pt/foto/7c1dace2c1aefa6ad52a18f94f53ead5.jpg
Flor de Sal 175g  Vatel;;;MERCEARIA;Vatel;VFLO287-24030531;5601170167743;;Não;2,2900;1,8400;Uni;Sim;6;;;P;ALI;S;-2,0000;17.41;
Detergente Tira Nódoas;;;LIMPEZA;Ultra pro;750 ml  Ultra;5607047002209;;Não;2,2900;1,4400;Uni;Sim;23;;;P;;S;-3,0000;29.29;
Detergente em Pó;;;LIMPEZA;Ultra pro;650g Ultra pro;5601009930876;;Não;1,2900;0,8900;Uni;Sim;23;;;P;;S;5,0000;17.84;
Farinha de Trigo Natural T65;;;FARINHA | AÇUCAR;Espiga;1kg  Espiga;5601043111149;;Não;1,3900;0,9800;Uni;Sim;6;;;P;;S;8,0000;33.81;
Agua de São Marttinho 1.5l;;;BEBIDAS S/ ALCOOL;São Martinho;São Marttinho 1.5l;5604868001053;;Não;0,2700;0,1800;Uni;Sim;13;;;P;ALI;S;2,0000;32.74;https://www.vendus.pt/foto/7b78a6c258200f2693bef7bc523b6927.jpg
Pão de Forma 500g Puríssimo;;;MATINAIS;Puríssimo;VPAO292-24030517;5600817022384;;Não;0,9900;0,6800;Uni;Sim;6;;;P;ALI;S;2,0000;37.35;
Detergente Maq. Liq.;;;LIMPEZA;OMO;55 doses  OMO;8720181368752;;Não;6,6900;4,1800;Uni;Sim;23;;;P;;S;3,0000;30.12;
Lixivia Pavão 5l;;;LIMPEZA;Lixivia;VLIX294-24030562;5604508111821;;Não;1,7900;1,0200;Uni;Sim;23;;;P;;S;-6,0000;42.67;
Hipoclorito de Sódio 5l;;;LIMPEZA;Lixivia;5l;5604508111739;;Não;3,9000;2,5600;Uni;Sim;23;;;P;;S;-1,0000;23.86;
Lava Tudo Herbal;;;LIMPEZA;Amanhecer 1;2L Amanhecer;5601227041903;;Não;1,1000;0,7400;Uni;Sim;23;;;P;;S;-1,0000;20.85;
Lava Tudo Ar Fresco;;;LIMPEZA;Amanhecer 1;2L Amanhecer;5601227042665;;Não;1,1000;0,7400;Uni;Sim;23;;;P;;S;2,0000;20.85;
Lava Tudo Camomila | Laranja;;;LIMPEZA;Sonasol;1.3L Sonasol;8410436297691;;Não;2,1000;1,3900;Uni;Sim;23;;;P;;S;3,0000;22.83;
Lava Tudo Lavanda;;;LIMPEZA;Sonasol;1.3L  Sonasol;8410436299961;;Não;2,1000;1,3900;Uni;Sim;23;;;P;;S;1,0000;22.83;
Lava Tudo Aloe V / Flores;;;LIMPEZA;Sonasol;1.3L  Sonasol.;8410436297660;;Não;2,1000;1,3900;Uni;Sim;23;;;P;;S;2,0000;22.83;
Detergente Loiça Antibacteriano;;;LIMPEZA;Amanhecer 1;500ml Amanhecer;5601227047462;;Não;1,3500;0,8700;Uni;Sim;23;;;P;;S;-1,0000;26.16;
Detergente Loiça Limão;;;LIMPEZA;Amanhecer 1;500ml Amanhecer;5601227041040;;Não;1,3500;0,8700;Uni;Sim;23;;;P;;S;-3,0000;26.16;
Esc. Dentes Oral B;;;HIGIENE;Oral B;4-Pack;3014260014278;;Não;4,3500;2,6900;Uni;Sim;23;;;P;;S;6,0000;31.47;
Sal de Fruta ENO;;;SAÚDE;ENO;10 Saq;5601385500984;;Não;4,6900;2,8900;Uni;Sim;23;;;P;;S;5,0000;31.94;
Compota Doce Morango 355g Amanhecer;;;CONSERVAS;Amanhecer 1;VCOM305-24030557;5601227016505;;Não;1,7400;1,0900;Uni;Sim;23;;;P;;S;3,0000;29.78;
Compota Doce Pessego 355g Amanhecer;;;CONSERVAS;Amanhecer 1;VCOM306-24030542;5601227016536;;Não;1,7400;1,0900;Uni;Sim;23;;;P;;S;5,0000;29.78;
Nectar 8 Frutos 200ml Amanhecer;;;BEBIDAS S/ ALCOOL;Amanhecer 1;VNEC307-2403056;5601227039139;;Não;0,3500;0,2400;Uni;Sim;6;;;P;ALI;S;5,0000;37.58;
Achocolatado ColaCao 250g;;;MATINAIS;Idilia Foods;VACH308-24030599;8410014894052;;Não;2,8900;1,9500;Uni;Sim;23;;;P;ALI;S;4,0000;20.49;
Natas Culinaria 0% Lac Parmalat;;;LATICINIOS;Parmalat;200ml  Parmalat;5603089007134;;Não;1,1000;1,0200;Kg;Sim;6;;;P;ALI;S;3,0000;1.74;
Natas p/ Bater 0% Lac Parmalat;;;LATICINIOS;Parmalat;200ml Parmalat;5603089007424;;Não;1,1000;1,0200;Kg;Sim;6;;;P;ALI;S;5,0000;1.74;
Pão Forma Branco  375g  Bimbo;;;MATINAIS;Bimbo;VPAO311-24030592;8412600012185;;Não;2,0500;1,6000;Uni;Sim;6;;;P;ALI;S;-2,0000;20.87;
Natas p/ Bater Parmalat;;;LATICINIOS;Parmalat;200ml Parmalat;5603089002214;;Não;0,9784;0,7100;Uni;Sim;6;;;P;ALI;S;1,0000;30.00;
Bimbo Integral  480g;;;MATINAIS;Bimbo;VBIM313-24030521;5601027973060;;Não;2,5900;2,0300;Uni;Sim;6;;;P;ALI;S;0;20.36;
Bimbo 10 sementes s/ Côdea  650g;;;MATINAIS;Bimbo;VBIM314-24030591;5601027943551;;Não;2,9900;2,3940;Uni;Sim;6;;;P;ALI;S;0;17.83;
Bollycao;;;MATINAIS;Bimbo;VBOL315-24030535;5601027000216;;Não;2,1900;1,4800;Uni;Sim;23;;;P;ALI;S;-4,0000;20.30;
